,event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
0,shot,642e3db4-bfa4-4ed2-9a22-468e68bd6e0a,34,1,00:01:48.568,1,48,3,Liverpool,Other,,Liverpool,Mohamed Salah,Right Wing,0.390909,,0.76,,Left Foot,Penalty,Goal,Normal,,,,,,,108.2,40.1,120.0,42.5,0.9
1,shot,93adc671-0697-4ad0-8f30-6dea062f3b03,342,1,00:09:04.723,9,4,15,Tottenham Hotspur,Regular Play,,Tottenham Hotspur,Moussa Sissoko,Right Defensive Midfield,1.237037,True,0.01876838,,Right Foot,Open Play,Off T,Normal,,,,,,,91.9,43.1,120.0,46.5,5.2
2,shot,e18a3a5e-b587-43f3-8dea-a25a14517c14,587,1,00:16:48.573,16,48,25,Liverpool,From Throw In,,Liverpool,Trent Alexander-Arnold,Right Back,1.438182,,0.011493988,d2a6e1fe-6701-48ac-b03a-85c98d5ba906,Right Foot,Open Play,Off T,Normal,,,,,,,90.2,59.3,120.0,34.7,0.8
3,shot,2439947c-b340-48a3-a8fe-b4e217136ccd,758,1,00:20:31.085,20,31,35,Liverpool,From Keeper,,Liverpool,Mohamed Salah,Right Wing,0.179142,,0.03793115,3f649523-5339-4ee3-8567-8d207fca2f14,Left Foot,Open Play,Blocked,Normal,,,,,,,95.2,47.2,99.7,46.2,
4,shot,7c1825a8-ff22-4d87-9a58-b287f0f3104a,768,1,00:21:53.381,21,53,37,Liverpool,From Throw In,,Liverpool,Mohamed Salah,Right Wing,1.154443,,0.00983486,98ff7789-fabe-4d12-bc36-f9ae758742b9,Left Foot,Open Play,Wayward,Normal,,,,,,,113.0,59.5,113.2,0.1,
5,shot,c678b67c-9658-4d7d-9a9b-d3db9a378829,1347,1,00:37:48.966,37,48,65,Liverpool,Regular Play,,Liverpool,Andrew Robertson,Left Back,1.001382,,0.014247056,fee8184e-c893-4cb1-b070-dd3758b0c3af,Left Foot,Open Play,Saved,Normal,,,,,,,98.4,20.4,118.3,37.9,2.4
6,shot,29c7e855-571d-4041-a297-259bc144061b,1353,1,00:38:32.466,38,32,66,Liverpool,From Corner,,Liverpool,Mohamed Salah,Right Wing,1.05144,,0.018582786,,Right Foot,Open Play,Off T,Volley,True,,,,,,97.6,37.4,120.0,43.3,6.4
7,shot,ec6af505-ae02-4acd-b54e-2ff2a23a4f8f,1402,1,00:41:11.871,41,11,71,Liverpool,Regular Play,,Liverpool,Jordan Brian Henderson,Right Center Midfield,0.143573,,0.014790367,,Right Foot,Open Play,Blocked,Normal,,,,,,,89.0,47.9,96.1,46.2,
8,shot,4c3dcf8f-1c87-4778-a120-79d3d92a6eed,1423,1,00:41:50.942,41,50,72,Liverpool,From Corner,,Liverpool,Mohamed Salah,Right Wing,0.297525,,0.009469723,,Left Foot,Open Play,Blocked,Half Volley,,,,,,,94.0,31.3,97.2,32.8,
9,shot,55265dc5-5022-4081-943e-71fcf47dfcca,1561,1,00:45:19.356,45,19,78,Tottenham Hotspur,From Throw In,,Tottenham Hotspur,Christian Dannemann Eriksen,Right Wing,1.020329,True,0.05087029,af5521cd-d6bc-45db-a029-c3756d17ab15,Left Foot,Open Play,Off T,Normal,,,,,,,96.1,41.6,120.0,37.2,6.0
10,shot,0536f123-c34c-4ca6-8210-d5baa9735f6e,1885,2,00:07:26.043,52,26,100,Liverpool,From Throw In,,Liverpool,Fábio Henrique Tavares,Center Defensive Midfield,0.1522,True,0.015496306,d0e2abe9-ee3b-424c-bdc1-b5232d323e05,Right Foot,Open Play,Blocked,Normal,,,,,,,88.6,39.0,91.5,38.9,
11,shot,bdadf9a6-51d2-43ec-b1c0-4c6676bb1329,1916,2,00:08:06.415,53,6,102,Liverpool,From Counter,,Liverpool,Mohamed Salah,Right Wing,0.123388,,0.06709672,93862fa4-38e1-4c15-9e58-c415b9372f7d,Left Foot,Open Play,Blocked,Normal,,,,,,,110.2,52.7,111.1,51.3,
12,shot,b3481200-2e05-4634-ad78-06bc20e11854,1960,2,00:08:49.466,53,49,103,Tottenham Hotspur,From Keeper,,Tottenham Hotspur,Bamidele Alli,Center Attacking Midfield,0.144647,,0.1307719,7d67da89-af24-46d8-8a76-64e17625e006,Right Foot,Open Play,Blocked,Normal,,,,,,,110.8,49.4,111.7,48.2,
13,shot,7738ce77-1950-4338-9faf-4bfe85584871,2033,2,00:11:56.611,56,56,105,Tottenham Hotspur,From Corner,,Tottenham Hotspur,Danny Rose,Left Back,0.593495,True,0.020670831,,Left Foot,Open Play,Blocked,Half Volley,True,,,,,,101.6,25.6,103.3,26.6,
14,shot,8fa9abde-27a6-4d63-93da-c4ead99854f8,2039,2,00:12:18.661,57,18,106,Tottenham Hotspur,From Corner,,Tottenham Hotspur,Jan Vertonghen,Left Center Back,1.136312,True,0.01738556,1b2cbf26-da57-4c0f-879a-2acc5413a1cd,Head,Open Play,Off T,Normal,,,,,,,110.7,50.3,120.0,41.6,3.8
15,shot,d3969687-bc33-460c-81d7-110032c1b1b8,2178,2,00:15:18.417,60,18,109,Tottenham Hotspur,From Throw In,,Tottenham Hotspur,Christian Dannemann Eriksen,Right Wing,0.666432,,0.02279718,,Right Foot,Open Play,Blocked,Normal,,,,,,,92.1,46.7,104.5,42.3,
16,shot,4d1c1da1-b26a-480c-b0dd-d6ed79ca8b80,2435,2,00:23:10.393,68,10,122,Liverpool,From Throw In,,Liverpool,James Philip Milner,Left Center Midfield,0.829477,,0.050377708,37c82d59-64d7-4bb7-9bb4-e45f0b25283e,Left Foot,Open Play,Off T,Normal,,,,,,,103.1,45.9,120.0,44.7,0.3
17,shot,775550f0-5b94-4d81-9374-57fa11e67b8a,2582,2,00:27:36.500,72,36,126,Tottenham Hotspur,From Throw In,,Tottenham Hotspur,Bamidele Alli,Left Midfield,1.69788,,0.08066935,0d91c038-0e84-4324-be94-b3137ee2306f,Right Foot,Open Play,Saved,Lob,True,,,,,,106.0,27.2,118.6,40.4,1.6
18,shot,5b0ab5ec-73d3-48a5-ab5a-1965888b8d68,2794,2,00:33:21.023,78,21,138,Tottenham Hotspur,Regular Play,,Tottenham Hotspur,Bamidele Alli,Left Midfield,0.883025,True,0.13260455,5583af11-a7f5-4e79-9584-2ecc97676403,Head,Open Play,Off T,Normal,,,,,,,113.4,37.4,120.0,37.1,3.8
19,shot,7160984c-337b-49b0-98ac-7b9eb407fadc,2844,2,00:34:35.289,79,35,140,Tottenham Hotspur,Regular Play,,Tottenham Hotspur,Heung-Min Son,Right Center Forward,1.008128,True,0.026193267,2c14d08c-b8a9-4537-b5eb-a7370f567735,Right Foot,Open Play,Saved,Normal,,,,,,,90.8,44.9,117.5,39.4,0.6
20,shot,f9b625fa-119c-4333-85bd-a88c43aa31b6,2851,2,00:34:40.459,79,40,140,Tottenham Hotspur,Regular Play,,Tottenham Hotspur,Lucas Rodrigues Moura da Silva,Right Midfield,0.84001,True,0.14755689,87e2e243-d48f-4ec7-905c-6aabad2c8531,Right Foot,Open Play,Saved,Normal,,,,,,,106.2,38.6,118.6,41.9,0.2
21,shot,ac093d9a-b4e0-4bc9-baa2-5b8108cc7952,2887,2,00:35:21.172,80,21,147,Tottenham Hotspur,Regular Play,,Tottenham Hotspur,Heung-Min Son,Right Center Forward,1.026395,True,0.031593475,f4c277f3-388f-42e2-82a4-850057d3e650,Left Foot,Open Play,Saved,Normal,,,,,,,94.7,36.9,115.8,39.1,0.2
22,shot,74376cb1-b823-4dce-879b-c6294380f949,2913,2,00:37:02.620,82,2,151,Liverpool,From Corner,,Liverpool,Jordan Brian Henderson,Right Center Midfield,1.235385,,0.019779755,,Right Foot,Open Play,Off T,Half Volley,,,,,,,93.6,53.4,120.0,19.8,0.9
23,shot,d5b60596-6417-4511-812a-5cf3d6a14a97,2943,2,00:39:07.123,84,7,153,Tottenham Hotspur,From Free Kick,,Tottenham Hotspur,Christian Dannemann Eriksen,Right Center Midfield,1.044715,,0.06988327,,Right Foot,Free Kick,Saved,Normal,,,,,,,104.0,16.9,118.7,41.3,1.6
24,shot,2ada3c21-5cfa-4cd0-bba4-882b4c0fd191,2948,2,00:39:39.996,84,39,154,Tottenham Hotspur,From Corner,,Tottenham Hotspur,Lucas Rodrigues Moura da Silva,Right Midfield,0.7771,,0.21116774,cce8f1a0-10d2-43a1-820e-1e3338653607,Right Foot,Open Play,Blocked,Volley,,,,,,,112.2,42.0,118.4,36.5,
25,shot,2a18f6d5-2657-4487-96d8-7e32036fd8a7,2971,2,00:41:49.661,86,49,156,Liverpool,From Corner,,Liverpool,Virgil van Dijk,Left Center Back,0.056046,,0.037894208,,Right Foot,Open Play,Blocked,Volley,True,,,,,,106.0,38.9,107.4,39.0,
26,shot,1dbb4bec-fae9-4b9a-b900-38583b9fb77e,2980,2,00:41:54.834,86,54,156,Liverpool,From Corner,,Liverpool,Divock Okoth Origi,Left Center Midfield,0.578951,,0.10080382,5482a240-eb00-4423-b1b7-0a59c22a216d,Left Foot,Open Play,Goal,Normal,,,,,,,106.1,31.6,120.0,43.5,0.4
27,shot,d648dc27-1889-4581-a732-342c0da67435,3076,2,00:46:53.515,91,53,162,Tottenham Hotspur,From Corner,,Tottenham Hotspur,Danny Rose,Left Back,0.886805,,0.023759691,,Right Foot,Open Play,Saved,Normal,,,,,,,96.9,27.2,119.0,37.1,0.3
28,shot,077780fe-0569-4470-b304-57e560d6b2b4,3092,2,00:47:24.519,92,24,164,Tottenham Hotspur,Regular Play,,Tottenham Hotspur,Heung-Min Son,Left Midfield,0.923239,,0.0495778,3d495afb-6966-4042-9010-cb1929b099ed,Left Foot,Open Play,Saved,Normal,,,,,,,104.5,24.8,117.7,38.0,0.2
29,shot,7be21dfe-056f-486b-a46c-0caedf58465b,3104,2,00:47:53.823,92,53,165,Tottenham Hotspur,From Corner,,Tottenham Hotspur,Harry Kane,Left Center Forward,0.671929,,0.08088469,16ffa3da-e172-4782-8d38-e21a57015478,Left Foot,Open Play,Saved,Normal,,,,,,,104.1,24.7,118.8,37.7,0.9
0,shot,6f923a57-b4ac-4eb6-9b3c-9923d8a44a7d,152,1,00:02:33.865,2,33,7,Liverpool,From Throw In,,Liverpool,Georginio Wijnaldum,Right Center Midfield,0.134619,,0.03034764,1dd4c300-68c4-4f9e-86e1-78b06fd7cd2e,Right Foot,Open Play,Blocked,Normal,,,,,,,98.1,52.1,102.0,50.5,
1,shot,e1a20eec-2a3d-4326-bb08-fff319837e42,243,1,00:05:14.065,5,14,13,Liverpool,From Free Kick,,Liverpool,Mohamed Salah,Right Wing,0.092997,True,0.022280628,42db4cd4-bdc5-4d65-9a4e-d0e76fdf25dd,Left Foot,Open Play,Blocked,Normal,True,,,,,,96.6,51.5,99.2,50.4,
2,shot,5c08ec94-786d-41f4-a854-a7fa0ce52c00,391,1,00:07:56.816,7,56,18,Liverpool,Regular Play,,Liverpool,Roberto Firmino Barbosa de Oliveira,Center Forward,1.006248,,0.03278014,564e86da-5999-4c27-89ad-7ca004ed744a,Head,Open Play,Off T,Normal,,,,,,,112.1,30.6,120.0,25.5,6.0
3,shot,e892be83-4599-4b42-9b73-4a85cf0f6a49,460,1,00:10:02.932,10,2,23,Real Madrid,From Free Kick,,Real Madrid,Marcelo Vieira da Silva Júnior,Left Back,1.301567,,0.014330185,,Left Foot,Open Play,Off T,Normal,,,,,,,94.5,26.9,120.0,49.8,0.2
4,shot,8b10cb3f-c124-468d-acc6-d1bd1a9c5c04,623,1,00:13:02.999,13,2,27,Liverpool,From Free Kick,,Liverpool,James Philip Milner,Left Center Midfield,0.054247,,0.018739153,,Left Foot,Open Play,Blocked,Normal,True,,,,,,101.2,30.6,103.3,31.4,
5,shot,de3095d8-6ba3-4037-8c21-a824d5822f6f,632,1,00:13:06.982,13,6,27,Liverpool,From Free Kick,,Liverpool,Mohamed Salah,Right Wing,0.131287,,0.0881175,72345bea-200c-4486-84e4-eee829f8589f,Left Foot,Open Play,Blocked,Normal,,,,,,,104.5,41.1,106.1,40.9,
6,shot,775fddd2-527e-4a62-97fd-fcce8c6581b5,638,1,00:13:08.631,13,8,27,Liverpool,From Free Kick,,Liverpool,Sadio Mané,Left Wing,0.160234,True,0.046411928,,Right Foot,Open Play,Blocked,Normal,,,,,,,103.7,35.9,106.2,36.4,
7,shot,c6c449f6-2a84-444f-bfd5-9efb1d45a5af,742,1,00:14:55.544,14,55,29,Real Madrid,From Throw In,,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,Left Center Forward,0.730384,,0.024165677,2ec06b83-2f9e-4372-9c84-d0e1c29bad57,Right Foot,Open Play,Off T,Normal,,,,,,,111.7,58.7,120.0,40.7,3.8
8,shot,fab1d71b-85f0-4a7a-ace2-f26b09856e7f,866,1,00:17:53.189,17,53,34,Liverpool,From Corner,,Liverpool,Virgil van Dijk,Left Center Back,0.973667,,0.26821366,4dd38b93-0573-4f86-be32-9b31bfc67109,Head,Open Play,Off T,Normal,,,,,,,116.5,37.1,120.0,35.9,5.5
9,shot,a47c1a59-1237-43a8-89cc-f46e0f8c0a0c,1071,1,00:22:35.709,22,35,44,Liverpool,Regular Play,,Liverpool,Roberto Firmino Barbosa de Oliveira,Center Forward,0.113189,,0.10106417,a14a67d3-aec5-4c19-babe-45777cb8fb49,Right Foot,Open Play,Blocked,Normal,,,,,,,105.7,41.4,111.0,41.0,
10,shot,d44d0170-edc7-42a2-98a1-0c00a3780689,1076,1,00:22:38.035,22,38,44,Liverpool,Regular Play,,Liverpool,Trent Alexander-Arnold,Right Back,0.383183,,0.04071152,,Right Foot,Open Play,Saved,Normal,,,,,,,106.4,55.3,116.3,45.0,0.2
11,shot,aaa1a239-4f73-4653-a1dc-ebc1111aaa1f,1241,1,00:31:03.863,31,3,57,Real Madrid,Regular Play,,Real Madrid,Luka Modrić,Right Center Midfield,0.153189,,0.034137253,0a53d0d8-ff60-443b-9790-e3116ad4dda8,Right Foot,Open Play,Blocked,Normal,,,,,,,107.1,53.2,108.2,52.1,
12,shot,4fdb4cd6-fa1b-4524-a798-a30cf5143734,1299,1,00:32:00.432,32,0,59,Real Madrid,From Throw In,,Real Madrid,Karim Benzema,Right Center Forward,0.280194,,0.07234014,,Right Foot,Open Play,Blocked,Normal,,,,,,,108.8,32.4,110.5,33.5,
13,shot,d1330176-e9f5-44b7-8969-32dce42ef4d0,1722,1,00:42:20.400,42,20,72,Real Madrid,Regular Play,,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,Left Center Forward,0.349588,True,0.17170809,541e8a46-1427-42fb-8b6f-2ad2e183277b,Head,Open Play,Saved,Normal,,,,True,,,112.7,39.9,117.6,40.1,1.1
14,shot,70070c2d-cfc8-4244-a1cc-1fd1abab919a,1806,1,00:44:34.776,44,34,77,Real Madrid,Regular Play,,Real Madrid,José Ignacio Fernández Iglesias,Right Back,0.54924,,0.047187738,3ede423e-f1d2-47be-8197-24352f532453,Right Foot,Open Play,Off T,Volley,True,,,,,,110.3,54.4,120.0,45.1,0.4
15,shot,b20b59a4-3eec-4fde-9312-05966ca41e8b,1907,1,00:47:22.409,47,22,83,Real Madrid,From Throw In,,Real Madrid,Karim Benzema,Right Center Forward,1.115222,True,0.016803695,cd3a2ccc-92aa-4cb1-bcf0-80bdedbe43f4,Right Foot,Open Play,Off T,Normal,,,,,,,93.6,27.5,120.0,35.2,0.9
16,shot,55129ddd-47d3-4624-86c9-2518eb42ab44,2018,2,00:02:21.236,47,21,90,Real Madrid,Regular Play,,Real Madrid,Francisco Román Alarcón Suárez,Center Attacking Midfield,0.957859,,0.14846246,,Right Foot,Open Play,Post,Half Volley,True,,,,,,105.9,35.6,120.0,40.6,2.8
17,shot,bbec1659-d6c4-4e03-9567-2ba824e4b69a,2103,2,00:05:11.158,50,11,95,Real Madrid,From Free Kick,,Real Madrid,Karim Benzema,Right Center Forward,2.558185,,0.50305206,,Right Foot,Open Play,Goal,Volley,True,,,,,,103.7,46.4,120.0,36.6,0.2
18,shot,345504b8-9a89-4fd4-b297-51a3ef30e8c3,2166,2,00:09:29.030,54,29,101,Liverpool,From Corner,,Liverpool,Dejan Lovren,Right Center Back,0.774955,True,0.017919894,af77b3aa-86bc-4d4e-b2c3-0f38fd8f3078,Head,Open Play,Blocked,Normal,,,,,,,110.0,37.6,116.5,41.8,
19,shot,fc1b2085-de04-43ec-9340-8d0ff6e9e663,2169,2,00:09:29.850,54,29,101,Liverpool,From Corner,,Liverpool,Sadio Mané,Right Wing,0.372044,,0.56556785,,Right Foot,Open Play,Goal,Volley,,,True,True,,,117.0,41.1,120.0,39.5,0.9
20,shot,2a1ad0b1-0cbd-42b1-8bd9-15ad19c92cfa,2417,2,00:14:59.984,59,59,108,Real Madrid,From Throw In,,Real Madrid,Francisco Román Alarcón Suárez,Center Attacking Midfield,0.547615,,0.054144833,e9cb142d-bcd7-461c-838f-7c4bcf1ba06d,Right Foot,Open Play,Saved,Normal,,,,,,,111.3,44.6,118.5,43.7,0.9
21,shot,348d1c01-7852-4d56-b454-529b48aca73f,2531,2,00:18:01.375,63,1,114,Real Madrid,Regular Play,,Real Madrid,Gareth Frank Bale,Right Wing,1.087778,,0.029849125,b1714565-c7d7-46cc-b929-9d3be41cab2d,Left Foot,Open Play,Goal,Overhead Kick,True,,,,,,104.7,38.1,120.0,36.4,2.2
22,shot,5e1cc077-bfc0-49fd-b899-95f1741107e2,2714,2,00:24:40.407,69,40,123,Liverpool,From Throw In,,Liverpool,Sadio Mané,Right Wing,0.931542,,0.023946963,dabb16d6-f08e-483d-99f4-b5b6241016a8,Left Foot,Open Play,Post,Normal,,,,,,,98.8,47.5,120.0,36.3,0.0
23,shot,9eda72e0-6dfd-49df-8fac-8ddd8dea02ef,2828,2,00:27:46.308,72,46,128,Liverpool,From Goal Kick,,Liverpool,Roberto Firmino Barbosa de Oliveira,Center Forward,0.693683,,0.014920801,,Right Foot,Open Play,Saved,Half Volley,True,,,,,,110.0,59.4,118.2,44.3,0.4
24,shot,a4150761-c4b0-4f76-ab03-103ef629b9ec,2836,2,00:28:10.477,73,10,131,Real Madrid,Regular Play,,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,Left Wing,0.099985,,0.22935283,6e3e9c86-8a15-4b97-8a33-11f7994c7229,Left Foot,Open Play,Blocked,Normal,,,,,,,107.2,38.6,108.2,38.8,
25,shot,471ca212-f65f-4605-bb68-11e886e4f97f,3154,2,00:36:01.645,81,1,143,Real Madrid,From Throw In,,Real Madrid,Karim Benzema,Center Forward,0.525733,,0.048893176,9796770f-681f-4fb1-a6f2-8a451a18a75f,Right Foot,Open Play,Saved,Volley,True,,,,,,106.8,30.2,118.2,39.0,1.7
26,shot,68ebd5e7-ff70-450f-bc23-cb026663ff08,3203,2,00:37:43.539,82,43,146,Real Madrid,From Free Kick,,Real Madrid,Gareth Frank Bale,Right Wing,1.791509,,0.014767747,29def28e-2e3d-43ae-9182-9d66de43e90a,Left Foot,Open Play,Goal,Normal,,,,,,,90.2,58.6,120.0,41.1,2.0
27,shot,53b7c9c7-8c5c-4354-80b7-fb805698829f,3400,2,00:45:15.678,90,15,156,Liverpool,From Free Kick,,Liverpool,Adam David Lallana,Left Wing,0.114972,,0.023476057,,Left Foot,Open Play,Blocked,Half Volley,,,,,,,104.3,35.2,105.9,35.6,
0,shot,45a8bcb7-b2a0-4f9c-8ec9-ff2d8e50e696,38,1,00:00:57.320,0,57,3,Denmark,From Throw In,,Denmark,Mathias Jattah-Njie Jørgensen,Left Center Back,0.64,,0.07408676,e5c989a0-5e4c-428d-9024-bffa382d7c45,Left Foot,Open Play,Goal,Normal,,,,,,,115.0,34.0,119.0,39.7,0.2
1,shot,1f79a0ba-e6a8-4da5-b2e4-d6a7cef191e2,122,1,00:03:39.880,3,39,7,Croatia,From Throw In,,Croatia,Mario Mandžukić,Center Forward,0.693,,0.29299468,,Right Foot,Open Play,Goal,Normal,True,,,,,,112.0,36.0,120.0,36.4,1.1
2,shot,42de5819-ec34-41b2-98f7-90375f2166a1,331,1,00:11:34.400,11,34,17,Croatia,From Free Kick,,Croatia,Ivan Perišić,Left Midfield,0.453,,0.07871395,,Left Foot,Free Kick,Blocked,Normal,,,,,,,101.0,55.0,110.0,48.0,
3,shot,dea40539-af61-4ea2-8466-2056302b1f57,718,1,00:18:55.480,18,55,29,Croatia,From Throw In,,Croatia,Ivan Perišić,Left Midfield,0.373,,0.028037952,e9062819-5f27-43af-ade2-0f88d79817f1,Right Foot,Open Play,Blocked,Normal,,,,,,,103.0,24.0,105.0,27.0,
4,shot,a03f9ec1-e24f-462c-9d59-1c4dd4c02c9f,801,1,00:22:06.080,22,6,34,Denmark,Regular Play,,Denmark,Christian Dannemann Eriksen,Secondary Striker,0.16,,0.06426074,,Right Foot,Open Play,Blocked,Normal,,,,,,,96.0,37.0,99.0,36.0,
5,shot,d662609b-a5c3-474b-8caa-5e0936479c91,928,1,00:26:31.840,26,31,42,Denmark,Regular Play,,Denmark,Martin Braithwaite Christensen,Left Wing,0.24,True,0.30314973,d53d0a84-d3f0-482d-9164-d5e81fdddb6c,Right Foot,Open Play,Saved,Normal,True,,,,,,111.0,50.0,115.0,40.3,0.5
6,shot,d8fd027c-e43a-49d2-8d68-2405ad816e8e,986,1,00:28:19.000,28,19,46,Croatia,Regular Play,,Croatia,Ivan Rakitić,Left Center Midfield,0.8,,0.03258096,3e0cd3a9-d842-4134-8268-fb4e9b408c1d,Right Foot,Open Play,Saved,Normal,,,,,,,94.0,32.0,116.0,37.8,2.1
7,shot,8b5b8fbc-1fb7-4704-891c-be5fae88efd4,998,1,00:28:28.600,28,28,46,Croatia,From Counter,,Croatia,Ivan Perišić,Left Midfield,0.973,,0.20444514,666dcde1-95a8-4462-b1d7-579d9e8d993b,Left Foot,Open Play,Wayward,Half Volley,True,,,,,,110.0,32.0,113.0,34.0,
8,shot,99615e4a-fdc3-45d4-a448-adcf44eca164,1001,1,00:28:30.040,28,30,46,Croatia,From Counter,,Croatia,Ivan Perišić,Left Midfield,0.293,,0.15178046,,Right Foot,Open Play,Off T,Volley,True,,,,,,111.0,34.0,120.0,40.9,6.4
9,shot,94f4ef76-6ddb-44d7-abb5-b604162591cb,1109,1,00:31:54.720,31,54,51,Croatia,From Keeper,,Croatia,Ante Rebić,Right Midfield,0.253,,0.03208493,,Right Foot,Open Play,Blocked,Normal,,,,,,,97.0,30.0,100.0,30.0,
10,shot,84d2e4fd-3458-447d-9dc1-ebba75f038f6,1146,1,00:33:57.200,33,57,54,Denmark,From Free Kick,,Denmark,Christian Dannemann Eriksen,Secondary Striker,0.84,,0.01724441,0f5bceeb-0b40-46d7-9eab-4b94858fd9d9,Left Foot,Open Play,Off T,Half Volley,True,,,,,,96.0,57.0,120.0,46.7,0.1
11,shot,16ef895a-a2a8-41db-ad31-7944ff64fd93,1279,1,00:38:08.680,38,8,60,Croatia,From Free Kick,,Croatia,Dejan Lovren,Right Center Back,0.653,True,0.18882553,7409f2a9-ceea-49bd-9bcb-90cbd599d8a4,Head,Open Play,Off T,Normal,,,,,,,115.0,39.0,120.0,46.9,0.2
12,shot,7276f238-80a2-46d2-8731-6353c3b17056,1534,1,00:43:58.160,43,58,69,Croatia,From Throw In,,Croatia,Ivan Rakitić,Left Center Midfield,0.933,,0.09615429,558c7fc0-500e-4140-b1d0-6a8c3d027bbc,Left Foot,Open Play,Saved,Normal,True,,,,,,104.0,31.0,119.0,37.0,0.4
13,shot,efde5eb4-3e71-4e02-a8a1-1c84146fdd0f,1623,2,00:00:35.720,45,35,78,Croatia,From Throw In,,Croatia,Ivan Perišić,Left Midfield,1.653,True,0.014904396,08dea25f-49bc-4d67-9a3d-5fe7b3258e38,Right Foot,Open Play,Off T,Half Volley,True,,,,,,98.0,62.0,120.0,31.1,5.3
14,shot,28cb904a-73a4-4620-aaa3-902ebdb45619,2083,2,00:10:34.920,55,34,99,Denmark,Regular Play,,Denmark,Martin Braithwaite Christensen,Left Wing,0.52,,0.06730466,,Right Foot,Open Play,Off T,Normal,,,,,,,115.0,52.0,120.0,46.5,2.4
15,shot,25a25d46-4220-4758-9a20-f2e275ef5bc1,2335,2,00:18:34.400,63,34,115,Croatia,Regular Play,,Croatia,Ivan Perišić,Left Midfield,0.413,,0.017317483,10a6ea79-4d4f-4d8f-83f3-f9e26f87390d,Right Foot,Open Play,Blocked,Normal,,,,,,,108.0,21.0,109.0,22.0,
16,shot,2baaf970-7264-42de-9d4b-c57d84513d3c,2357,2,00:19:24.840,64,24,116,Croatia,From Corner,,Croatia,Ante Rebić,Right Midfield,0.373,,0.033544227,,Right Foot,Open Play,Blocked,Normal,True,,,,,,102.0,26.0,104.0,28.0,
17,shot,ae92db93-5fe6-465b-b01d-7f991429e45e,2577,2,00:26:39.253,71,39,130,Denmark,Regular Play,,Denmark,Nicolai Jørgensen,Center Forward,0.427,,0.075596966,d8541f74-3d00-409e-aebc-114b86c28833,Right Foot,Open Play,Saved,Normal,,,,,,,107.0,50.0,118.0,40.7,0.2
18,shot,eb305a1a-9743-4bd9-8872-914f3d414cff,2665,2,00:28:34.760,73,34,136,Denmark,Regular Play,,Denmark,Christian Dannemann Eriksen,Secondary Striker,0.96,,0.038286086,d1e9cecc-bc6a-487b-9518-77957b8e35fe,Right Foot,Open Play,Off T,Normal,,,,,,,101.0,30.0,120.0,34.0,0.2
19,shot,1b7b64ef-86f9-40ca-9ac6-33f45022ac53,2782,2,00:31:32.880,76,32,140,Croatia,From Throw In,,Croatia,Luka Modrić,Right Center Midfield,0.933,,0.028009525,,Right Foot,Open Play,Off T,Normal,True,,,,,,96.0,51.0,120.0,31.1,0.3
20,shot,8ccb1905-043e-4b49-8e05-290bffd83e75,2812,2,00:32:20.400,77,20,142,Croatia,Regular Play,,Croatia,Ante Rebić,Right Midfield,1.053,,0.01753663,5634a189-8fe9-4381-b400-d806a932b7fb,Left Foot,Open Play,Saved,Normal,,,,,,,97.0,58.0,119.0,41.5,0.5
21,shot,cedfc9eb-da39-404d-ab7e-f6180cbb3982,2968,2,00:38:40.160,83,40,149,Croatia,From Free Kick,,Croatia,Ivan Perišić,Left Midfield,1.213,,0.057968285,c2a2b703-d9d3-4b36-b055-bd8297a42a4b,Head,Open Play,Off T,Normal,,,,,,,113.0,31.0,120.0,43.2,3.4
22,shot,541b7a5b-afc6-4e68-8a68-348e3c02fb6c,3042,2,00:40:43.480,85,43,153,Croatia,From Throw In,,Croatia,Josip Pivarić,Left Back,0.213,,0.024782224,,Left Foot,Open Play,Blocked,Normal,True,,,,,,98.0,30.0,99.0,31.0,
23,shot,b45646a2-80cb-46ce-ae58-90369619523d,3069,2,00:41:58.440,86,58,155,Denmark,Regular Play,,Denmark,Lasse Schöne,Right Center Midfield,1.373,,0.026935928,,Right Foot,Open Play,Off T,Normal,,,,,,,97.0,50.0,120.0,34.2,0.1
24,shot,ac85e600-0f4c-4c75-ac7c-807946285168,3191,2,00:46:16.880,91,16,164,Croatia,Regular Play,,Croatia,Ivan Rakitić,Left Center Midfield,1.173,,0.018788926,,Right Foot,Open Play,Off T,Normal,,,,,,,88.0,40.0,120.0,34.4,0.5
25,shot,0c1ee896-bb2a-4074-8049-3a06c9a05af9,3221,2,00:47:33.930,92,33,166,Denmark,From Corner,,Denmark,Martin Braithwaite Christensen,Left Wing,1.15,,0.015414895,,Right Foot,Open Play,Off T,Half Volley,,,,,,,100.0,50.0,120.0,34.6,0.0
