,event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
27,shot,3a77cbbc-552e-4154-8622-7764dd2453c8,3799,4,00:06:03.803,111,3,218,Russia,From Corner,,Russia,Daler Kuzyaev,Right Center Midfield,0.479,,0.022727875,,Right Foot,Open Play,Saved,Volley,,,,,,,103.0,52.0,115.0,41.5,1.3
28,shot,67f1dca7-6571-4693-ad33-441efb0408bd,3874,4,00:09:11.590,114,11,223,Russia,From Free Kick,,Russia,Mário Figueira Fernandes,Right Back,0.56,,0.19230573,bb747688-22df-4f36-9198-9c72eeb8ce3c,Head,Open Play,Goal,Normal,,,,,,,114.0,41.0,120.0,36.2,0.7
29,shot,1fa81c88-93fc-4c1c-9960-6f2b7efaff03,3917,4,00:11:43.070,116,43,226,Croatia,Regular Play,,Croatia,Luka Modrić,Right Midfield,1.973,,0.019734947,,Right Foot,Open Play,Off T,Normal,,,,,,,99.0,20.0,120.0,48.7,7.1
30,shot,bed1cc34-7ed0-4aea-b4ae-580cd38a7e16,3959,4,00:13:25.550,118,25,229,Russia,Regular Play,,Russia,Roman Zobnin,Left Center Midfield,0.92,True,0.021203853,,Right Foot,Open Play,Saved,Normal,,,,,,,94.0,32.0,120.0,36.8,0.3
31,shot,ec8e72c9-e13b-44cd-b0a6-2f6981bc15cc,4027,5,00:01:11.280,121,11,239,Russia,Other,,Russia,Fyodor Smolov,Left Wing,0.6,,0.76,,Right Foot,Penalty,Saved,Normal,,,,,,,109.0,41.0,119.0,38.1,1.1
32,shot,bbc3db2f-3cc0-4b31-8317-2209e09b7e45,4029,5,00:01:57.840,121,57,241,Croatia,Other,,Croatia,Marcelo Brozović,Left Midfield,0.613,,0.76,,Right Foot,Penalty,Goal,Normal,,,,,,,109.0,41.0,120.0,43.6,1.7
33,shot,3153b680-7531-439e-a6dc-e35e54880397,4031,5,00:02:41.293,122,41,242,Russia,Other,,Russia,Alan Dzagoev,Center Attacking Midfield,0.427,,0.76,,Right Foot,Penalty,Goal,Normal,,,,,,,109.0,41.0,120.0,43.2,0.4
34,shot,8bf43303-8830-489c-9724-c9730ffa7b7c,4033,5,00:03:24.160,123,24,243,Croatia,Other,,Croatia,Mateo Kovačić,Right Wing,0.813,,0.76,,Right Foot,Penalty,Saved,Normal,,,,,,,109.0,41.0,120.0,43.8,0.1
35,shot,4de1d1d6-6eb9-4f9d-93e8-2a3394bbc6bc,4035,5,00:04:10.320,124,10,245,Russia,Other,,Russia,Mário Figueira Fernandes,Right Back,0.4,,0.76,,Right Foot,Penalty,Off T,Normal,,,,,,,109.0,41.0,120.0,35.2,0.3
36,shot,e8ffc8dd-85dd-4928-8c88-89c4cb4184c7,4037,5,00:05:08.560,125,8,246,Croatia,Other,,Croatia,Luka Modrić,Right Midfield,0.56,,0.76,,Right Foot,Penalty,Goal,Normal,,,,,,,109.0,41.0,119.0,37.6,0.2
37,shot,ed5dab05-99b7-4d52-aefd-5cda58cf9fbf,4039,5,00:05:51.800,125,51,247,Russia,Other,,Russia,Sergei Ignashevich,Left Center Back,0.4,,0.76,,Right Foot,Penalty,Goal,Normal,,,,,,,109.0,41.0,120.0,37.0,0.7
38,shot,6b3ff95b-11a3-4c90-b059-8975793d406a,4041,5,00:06:31.693,126,31,248,Croatia,Other,,Croatia,Domagoj Vida,Right Back,0.56,,0.76,,Right Foot,Penalty,Goal,Normal,,,,,,,109.0,41.0,120.0,36.6,1.6
39,shot,0f2f71ca-4df0-44c2-bc48-6ed56ab3764b,4043,5,00:07:08.160,127,8,249,Russia,Other,,Russia,Daler Kuzyaev,Right Center Midfield,0.48,,0.76,,Right Foot,Penalty,Goal,Normal,,,,,,,109.0,41.0,120.0,36.2,0.4
40,shot,612eaa9e-559a-4749-a2ed-f3f300488951,4045,5,00:07:59.240,127,59,250,Croatia,Other,,Croatia,Ivan Rakitić,Center Midfield,0.493,,0.76,,Right Foot,Penalty,Goal,Normal,,,,,,,109.0,41.0,120.0,36.6,0.4
0,shot,ee263d82-1ea2-4819-bc95-a699178ba3dc,27,1,00:01:41.200,1,41,4,Denmark,From Corner,,Denmark,Thomas Delaney,Left Defensive Midfield,1.44,True,0.11904341,642d9824-07ba-4953-8fb8-b7e67f2c34eb,Head,Open Play,Off T,Normal,,,,,,,114.0,38.0,120.0,33.5,0.2
1,shot,60095c9d-2930-4631-be8b-254512e09e74,169,1,00:04:12.200,4,12,9,Australia,Regular Play,,Australia,Tom Rogić,Secondary Striker,0.12,True,0.0301372,a950e08c-3012-433b-8748-0ffe50264954,Left Foot,Open Play,Blocked,Normal,,,,,,,101.0,53.0,102.0,53.0,
2,shot,81da2b0a-5186-4b6c-9c25-1951ac5f0650,174,1,00:04:48.200,4,48,10,Australia,From Corner,,Australia,Mathew Leckie,Right Wing,1.2,,0.09075201,4a9a56d6-3c0d-4068-8237-95c123942b8e,Head,Open Play,Off T,Normal,,,,,,,113.0,42.0,120.0,40.5,4.3
3,shot,b54f83ed-8ddb-4864-9b0b-ccc1f4f95da0,214,1,00:06:07.640,6,7,12,Denmark,From Throw In,,Denmark,Christian Dannemann Eriksen,Center Attacking Midfield,0.6,,0.20277502,9eac306c-fadb-4bf3-bcc2-592e03882bd5,Left Foot,Open Play,Goal,Normal,True,,,,,,104.0,39.0,120.0,37.8,2.5
4,shot,190d42ab-06ad-4925-8ed0-13cd35f511c6,819,1,00:21:22.840,21,22,38,Denmark,Regular Play,,Denmark,Pione Sisto Ifolo Emirmija,Left Wing,1.08,,0.02391071,80d56b67-0a49-4171-b374-18d4f4e99094,Left Foot,Open Play,Saved,Normal,,,,,,,88.0,38.0,118.0,38.9,1.5
5,shot,42a869eb-4f3d-46cc-bfb7-fe9176e10123,834,1,00:22:26.880,22,26,41,Australia,From Free Kick,,Australia,Tom Rogić,Secondary Striker,1.68,,0.02080183,,Left Foot,Open Play,Off T,Normal,,,,,,,93.0,33.0,120.0,46.1,0.2
6,shot,939c3230-a81a-473c-9fee-6785d9480f83,881,1,00:23:37.160,23,37,42,Denmark,From Goal Kick,,Denmark,Nicolai Jørgensen,Center Forward,0.88,,0.26150653,114f81fb-3140-4ae7-b4c3-34d8349115fc,Head,Open Play,Off T,Normal,,,,,,,113.0,42.0,120.0,46.1,1.6
7,shot,639a0926-b7b4-46c6-b7f4-3f18c2f52be9,1232,1,00:29:54.160,29,54,48,Australia,Regular Play,,Australia,Robbie Kruse,Left Wing,0.48,,0.07593266,a8f8a29d-49bc-4520-a013-bc9a3d25fb36,Right Foot,Open Play,Blocked,Normal,,,,,,,111.0,44.0,112.0,43.0,
8,shot,56508d8e-7e27-4904-91a4-b261ccb9a599,1237,1,00:29:56.480,29,56,48,Australia,Regular Play,,Australia,Aaron Mooy,Right Center Midfield,0.76,,0.01718571,,Left Foot,Open Play,Blocked,Volley,,,,,,,92.0,40.0,100.0,41.0,
9,shot,dcdc2dd2-542e-4f87-b652-6be61694be1c,1470,1,00:35:15.400,35,15,57,Australia,From Corner,,Australia,Mathew Leckie,Right Wing,0.16,True,0.03546757,dc410896-2019-42aa-9b57-af9da4058715,Head,Open Play,Blocked,Normal,,,,,,,110.0,41.0,111.0,39.0,
10,shot,213edd26-db05-4404-830c-baf694149a1c,1474,1,00:37:56.040,37,56,58,Australia,Other,,Australia,Mile Jedinak,Left Center Midfield,0.44,,0.76,,Right Foot,Penalty,Goal,Normal,,,,,,,109.0,41.0,120.0,42.4,0.2
11,shot,e965049d-6c52-4f33-9df3-120eae054c5e,1571,1,00:42:05.840,42,5,64,Denmark,From Throw In,,Denmark,Jens Stryger Larsen,Left Back,1.28,True,0.022287868,85686ffa-4f3c-40df-9d0e-30baa3a7c567,Head,Open Play,Saved,Normal,,,,,,,108.0,32.0,119.0,41.5,1.3
12,shot,0367d514-3caa-4961-a42a-7536206f3e5a,2011,2,00:05:46.400,50,46,90,Denmark,Regular Play,,Denmark,Pione Sisto Ifolo Emirmija,Left Wing,0.16,,0.12890576,87c2dfbf-dd31-41c4-9360-d37a7f25f228,Right Foot,Open Play,Blocked,Normal,True,,,,,,107.0,40.0,109.0,39.0,
13,shot,efebfdda-682a-41a2-bced-cfc60685d91a,2854,2,00:25:16.400,70,16,121,Australia,Regular Play,,Australia,Aaron Mooy,Right Center Midfield,1.16,True,0.019794442,c05c72c7-2b42-4f8b-8f31-ee52c9e1b714,Right Foot,Open Play,Off T,Normal,,,,,,,94.0,26.0,120.0,43.4,4.0
14,shot,c461941d-5632-438f-b65b-ca0f3e96b4de,2895,2,00:26:27.760,71,27,123,Australia,From Counter,,Australia,Tom Rogić,Secondary Striker,0.96,True,0.026701845,9d0bd624-bcd1-4105-9a46-6c473cb9e391,Left Foot,Open Play,Saved,Normal,,,,,,,94.0,47.0,120.0,37.6,0.4
15,shot,f0da98dc-069f-4014-92af-837526b79461,2907,2,00:26:49.640,71,49,125,Denmark,Regular Play,,Denmark,Pione Sisto Ifolo Emirmija,Left Wing,1.24,True,0.021085456,f6fd61b2-902f-49e7-a273-84759cc2db7d,Right Foot,Open Play,Off T,Normal,,,,,,,96.0,27.0,120.0,45.2,0.2
16,shot,cd05fd7d-2483-4ca8-b1c7-ea2ec30d16e7,2962,2,00:30:11.480,75,11,128,Australia,Regular Play,,Australia,Mathew Leckie,Right Wing,1.56,True,0.015538131,fc96d2d1-563c-40f8-a90f-a840f7ca4ee5,Left Foot,Open Play,Saved,Normal,,,,,,True,104.0,59.0,105.0,36.6,0.7
17,shot,3f9b107e-08fa-47e9-a163-2bd06f489770,3106,2,00:33:46.760,78,46,136,Australia,Regular Play,,Australia,Mathew Leckie,Right Wing,3.0,,0.11678044,3f473703-456a-4cd5-a49c-28577e24b882,Other,Open Play,Wayward,Normal,,,,,,,108.0,42.0,120.0,55.0,
18,shot,dc70d71e-b438-477d-b49e-462be368f0cd,3213,2,00:37:14.800,82,14,139,Denmark,From Throw In,,Denmark,Andreas Evald Cornelius,Center Forward,1.12,True,0.061521,3e19f24f-d61d-4dca-b447-edcd5144ae40,Other,Open Play,Saved,Normal,,,,,,,106.0,34.0,116.0,38.3,1.5
19,shot,ff9d4a86-40f9-4903-bdb9-302faac2f774,3445,2,00:42:44.640,87,44,151,Australia,Regular Play,,Australia,Daniel Arzani,Left Wing,0.52,,0.0277683,6d34624b-1b5d-468a-8f50-8486e5424607,Right Foot,Open Play,Saved,Normal,,,,,,,114.0,24.0,119.0,37.2,1.6
20,shot,2513d747-315d-45ff-bd02-9fbe5bb0d1cb,3452,2,00:42:53.240,87,53,151,Australia,Regular Play,,Australia,Mathew Leckie,Right Wing,0.92,,0.07394367,5234f5bd-c9ff-465d-8420-67eda1f61c8e,Left Foot,Open Play,Saved,Normal,True,,,,,,107.0,37.0,120.0,36.8,2.0
21,shot,788d60d1-5a7b-47cd-a2e4-2fb65b27996d,3510,2,00:44:45.680,89,45,153,Denmark,Regular Play,,Denmark,Christian Dannemann Eriksen,Center Attacking Midfield,1.2,,0.035272356,,Right Foot,Open Play,Off T,Volley,True,,,,,,97.0,47.0,120.0,33.7,0.2
22,shot,03de983c-a79b-4c23-9e27-1c080a375dce,3536,2,00:46:52.960,91,52,157,Denmark,From Corner,,Denmark,Martin Braithwaite Christensen,Right Wing,0.96,True,0.025077866,2e6bf34a-f68d-414b-a18a-c773f9ff8cc2,Left Foot,Open Play,Saved,Normal,,,,,,,105.0,29.0,118.0,41.3,1.9
0,shot,dd287f14-a2fb-46d5-bb84-b395ac778517,37,1,00:00:58.435,0,58,3,Serbia,From Corner,,Serbia,Aleksandar Mitrović,Center Forward,0.12,,0.042957798,fb87a84c-1637-4102-b935-b6c2e7e778ac,Head,Open Play,Blocked,Normal,,,,,,,112.0,42.0,114.0,40.0,
1,shot,94f8d8ad-7dee-4fa1-bade-b809214c4fec,63,1,00:01:39.755,1,39,4,Costa Rica,Regular Play,,Costa Rica,Marcos Danilo Ureña Porras,Center Forward,0.413,,0.052444596,24b095b1-ae0d-41c3-897b-c8e5826173bd,Right Foot,Open Play,Saved,Normal,,,,True,,,119.0,52.0,118.0,36.6,0.2
2,shot,b4933cc0-020c-426c-bc0c-ff5e67117ba2,81,1,00:02:24.275,2,24,5,Costa Rica,From Corner,,Costa Rica,Giancarlo González Castro,Center Back,1.093,,0.09120496,1914ba9b-942c-436e-9239-ffdf83273b65,Head,Open Play,Saved,Normal,,,,,,,112.0,45.0,120.0,40.9,1.3
3,shot,b55c46e4-e1a0-47f8-9f38-595e46229227,199,1,00:06:47.515,6,47,19,Serbia,Regular Play,,Serbia,Aleksandar Kolarov,Left Back,1.453,,0.01811359,3ff5fa9a-47f3-4b74-afee-32dc8d421c60,Left Foot,Open Play,Off T,Normal,,,,,,,93.0,20.0,120.0,47.5,0.2
4,shot,d46de805-be12-4e9c-ba23-a32faa605ec2,341,1,00:11:18.435,11,18,28,Costa Rica,From Corner,,Costa Rica,Giancarlo González Castro,Center Back,1.253,,0.112895004,446f4683-12e8-49cd-a681-8e9d34c513f1,Head,Open Play,Off T,Normal,,,,,,,116.0,48.0,120.0,41.7,3.8
5,shot,e088d5ca-6ba6-403a-90a9-7df5361a1b7b,361,1,00:12:37.195,12,37,30,Serbia,From Throw In,,Serbia,Aleksandar Mitrović,Center Forward,0.28,,0.057528947,dadedc28-35fe-4a66-9dfb-fb41ebc6d948,Right Foot,Open Play,Blocked,Normal,,,,,,,104.0,53.0,106.0,50.0,
6,shot,0dff5952-994f-493e-9023-7a25df4551a3,513,1,00:15:38.555,15,38,36,Serbia,Regular Play,,Serbia,Aleksandar Mitrović,Center Forward,1.4,,0.07852257,8c68b45b-c8f6-4d38-9801-c4d284f5a8e7,Head,Open Play,Wayward,Normal,,,,,,,116.0,32.0,108.0,33.0,
7,shot,26840815-dc9b-4337-aedb-9534ae0231d1,1256,1,00:38:22.755,38,22,73,Costa Rica,From Throw In,,Costa Rica,Marcos Danilo Ureña Porras,Center Forward,1.333,,0.03387759,2683f9ba-314c-410c-b88a-bb97b9ffee18,Left Foot,Open Play,Off T,Normal,,,,,,,96.0,42.0,120.0,35.8,4.1
8,shot,4b0813dc-88a6-4e0c-afa6-d39942c39649,1364,1,00:41:37.288,41,37,79,Costa Rica,From Throw In,,Costa Rica,Francisco Javier Calvo Quesada,Left Wing Back,1.16,,0.041363865,c1779e0e-4413-455c-8b46-7b90bfde2f9f,Right Foot,Open Play,Off T,Normal,,,,,,,101.0,29.0,120.0,35.2,0.1
9,shot,8decf35e-784f-4d0d-883a-e4b294465e3f,1724,2,00:04:49.320,49,49,96,Serbia,Regular Play,,Serbia,Aleksandar Mitrović,Center Forward,0.52,,0.32518992,16ef5036-54da-4417-96a8-d9f4b308783c,Right Foot,Open Play,Saved,Normal,,,,,,,109.0,39.0,112.0,42.0,0.3
10,shot,0859c370-93e8-4e94-afe5-b70f142cd4ad,1830,2,00:08:55.480,53,55,105,Serbia,From Corner,,Serbia,Aleksandar Mitrović,Center Forward,3.813,,0.11534889,13458fd7-61c1-4671-8a21-b772fa509057,Head,Open Play,Off T,Normal,,,,,,,114.0,41.0,120.0,31.7,0.5
11,shot,123e2918-74d8-427e-a2e2-3966428dc33c,1868,2,00:10:59.240,55,59,109,Serbia,From Free Kick,,Serbia,Aleksandar Kolarov,Left Back,1.215,,0.024129113,,Left Foot,Free Kick,Goal,Normal,,,,,,,94.0,59.0,120.0,44.0,1.5
12,shot,1992f583-2198-4f98-a798-6e90180cba0f,2196,2,00:20:42.320,65,42,127,Serbia,From Throw In,,Serbia,Sergej Milinković-Savić,Center Attacking Midfield,2.613,,0.05712495,9355174b-0880-47db-9ec9-7ba37dd02c26,Head,Open Play,Off T,Normal,,,,,,,109.0,45.0,120.0,33.1,0.4
13,shot,fb2e970e-8871-48f2-a329-286f81fb0b02,2524,2,00:29:59.760,74,59,143,Serbia,Regular Play,,Serbia,Sergej Milinković-Savić,Center Attacking Midfield,1.013,,0.028266445,bef11970-379e-4f96-99f6-1f5ffa5fc101,Right Foot,Open Play,Off T,Normal,,,,,,,94.0,37.0,120.0,45.6,4.4
14,shot,b3a7c011-5046-4457-902f-743e34b29695,2542,2,00:30:45.280,75,45,144,Serbia,Regular Play,,Serbia,Filip Kostić,Left Midfield,0.76,,0.9116856,,Right Foot,Open Play,Wayward,Normal,True,,,,True,,118.0,42.0,112.0,45.0,
15,shot,f4087bab-a9f6-4276-b1df-e686a8aee283,2578,2,00:31:12.560,76,12,145,Serbia,Regular Play,,Serbia,Nemanja Matić,Left Center Midfield,0.2,,0.047151152,c4976716-2c9a-414e-8518-61469dfea7ab,Left Foot,Open Play,Blocked,Normal,,,,,,,100.0,36.0,102.0,37.0,
16,shot,93e15f2c-79de-44fc-a97a-c193c8e95f96,2668,2,00:33:26.973,78,26,150,Costa Rica,Regular Play,,Costa Rica,Joel Nathaniel Campbell Samuels,Center Forward,0.56,,0.02672405,c10e153b-b7dd-4b2e-9db2-38f6c4ecdbff,Left Foot,Open Play,Blocked,Normal,,,,,,,102.0,57.0,104.0,54.0,
17,shot,62fcb9f9-1ab3-4372-ba8e-28ede30dc0f7,2678,2,00:33:32.000,78,32,150,Costa Rica,Regular Play,,Costa Rica,Celso Borges Mora,Right Center Midfield,0.16,,0.061757725,,Right Foot,Open Play,Blocked,Normal,,,,,,,100.0,43.0,104.0,44.0,
18,shot,ddff185b-cbaa-4cdc-8d3b-246f79232c3e,3053,2,00:44:47.960,89,47,171,Serbia,From Throw In,,Serbia,Filip Kostić,Left Midfield,0.933,True,0.040289335,15b2da6b-e016-4c6b-8798-af86e790653e,Left Foot,Open Play,Off T,Normal,,,,,,,101.0,30.0,120.0,39.7,3.5
19,shot,8e5af773-5ca7-430d-bf43-681cf5d0024a,3059,2,00:45:42.880,90,42,172,Costa Rica,From Free Kick,,Costa Rica,Cristian Gamboa Luna,Right Wing Back,2.133,,0.010544344,,Right Foot,Open Play,Saved,Normal,,,,,,,79.0,33.0,119.0,40.7,0.5
20,shot,79211583-12f1-40c7-b486-50482ee8ba3e,3120,2,00:47:18.080,92,18,179,Costa Rica,From Corner,,Costa Rica,Óscar Esau Duarte Gaitán,Left Center Back,0.24,,0.025405953,d44d1e70-0cd5-4ff3-9f70-67b27d4dd155,Head,Open Play,Blocked,Normal,,,,,,,112.0,31.0,112.0,34.0,
21,shot,dfe41808-c71f-4ef9-a2e6-b6cbd3a5c3cd,3147,2,00:49:39.280,94,39,180,Costa Rica,Regular Play,,Costa Rica,Bryan Ruiz González,Left Center Midfield,0.24,,0.07177669,173a2687-96ec-45d8-9e2e-58da3fac637d,Left Foot,Open Play,Blocked,Half Volley,,,,,,,106.0,42.0,107.0,41.0,
0,shot,55060567-f879-4c2d-925c-a239944d131b,93,1,00:01:31.323,1,31,5,Peru,From Throw In,,Peru,Édison Michael Flores Peralta,Left Midfield,0.4,True,0.03422855,381991f5-5414-450f-8545-f7a3042bb366,Left Foot,Open Play,Blocked,Normal,True,,,,,,96.0,43.0,98.0,43.0,
1,shot,24b2a299-4cac-44b6-aa6a-dea9bdfbdb4d,294,1,00:05:46.830,5,46,15,Peru,Regular Play,,Peru,Víctor Yoshimar Yotún Flores,Left Defensive Midfield,2.853,True,0.015276206,a40cce07-4353-43a5-a307-672feaea219a,Left Foot,Open Play,Off T,Normal,,,,,,,62.0,36.0,120.0,36.4,4.2
2,shot,bd3afe76-c5d8-4756-bd64-23114e608908,522,1,00:10:02.670,10,2,26,France,From Counter,,France,Antoine Griezmann,Center Attacking Midfield,0.933,,0.106518276,,Right Foot,Open Play,Off T,Normal,,,,True,,,114.0,54.0,120.0,46.1,2.7
3,shot,ce7c648b-4e6d-401e-84ec-6b8f0ffc0896,550,1,00:11:06.670,11,6,28,France,Regular Play,,France,Paul Pogba,Left Center Midfield,1.533,,0.018662851,1c17ec76-c5b3-4ad9-9795-84633f95b325,Right Foot,Open Play,Off T,Normal,,,,,,,88.0,54.0,120.0,35.2,0.9
4,shot,f2372bd7-7f0a-4db1-aa6d-391b0e9c66f6,605,1,00:13:44.590,13,44,32,France,From Corner,,France,Raphaël Varane,Right Center Back,1.213,,0.07205489,4722c237-aba9-432a-bb6a-23cf28438039,Head,Open Play,Off T,Normal,,,,,,,115.0,34.0,120.0,46.0,0.2
5,shot,d9e78770-18d8-4e95-bd6a-d394cfc99e4e,658,1,00:15:19.790,15,19,35,France,From Free Kick,,France,Antoine Griezmann,Center Attacking Midfield,0.533,,0.03193608,b8fd926e-0c5e-4f94-b955-2757fe7f0d71,Right Foot,Open Play,Saved,Half Volley,True,,,,,,102.0,51.0,114.0,41.7,0.7
6,shot,dd299de7-04ee-451d-83dc-18863c552209,940,1,00:23:24.803,23,24,49,Peru,From Corner,,Peru,Édison Michael Flores Peralta,Left Midfield,2.08,True,0.019665204,f02b0f13-0815-4bbd-8697-9fcda149e829,Left Foot,Open Play,Off T,Normal,True,,,,,,97.0,27.0,120.0,46.7,0.3
7,shot,6ae325fe-08fe-4620-9fc6-3c95e571db04,1226,1,00:30:16.350,30,16,66,Peru,From Throw In,,Peru,José Paolo Guerrero González,Center Forward,0.493,,0.13734727,75b49f24-5a31-4905-a005-da3063c9d271,Left Foot,Open Play,Saved,Normal,,,,,,,110.0,33.0,119.0,38.5,0.2
8,shot,1d614bca-f041-411b-bd27-29967e67d6ba,1383,1,00:32:51.550,32,51,72,France,Regular Play,,France,Kylian Mbappé Lottin,Right Wing,0.4,,0.27446675,9bd70f46-9329-42a8-8cda-a7c5842fb04b,Right Foot,Open Play,Saved,Backheel,True,,,,,,112.0,38.0,118.0,37.0,1.9
9,shot,a220b674-dce4-4e41-a1f7-b827d9a6cee1,1424,1,00:33:36.430,33,36,77,France,From Counter,,France,Olivier Giroud,Center Forward,0.24,,0.13063751,8f381633-2c1f-475e-be3e-7042b5907a4b,Left Foot,Open Play,Blocked,Normal,,,,,,,109.0,29.0,110.0,30.0,
10,shot,475e5aa7-50b5-47fd-9036-141a5f638a9b,1428,1,00:33:38.083,33,38,77,France,From Counter,,France,Kylian Mbappé Lottin,Right Wing,0.227,,0.8994274,,Right Foot,Open Play,Goal,Volley,True,,,,True,,119.0,41.0,120.0,40.5,0.9
11,shot,2bb44048-2f54-440d-b5ec-97027854c537,1817,1,00:42:22.870,42,22,89,France,Regular Play,,France,Lucas Hernández Pi,Left Back,0.36,,0.07508504,48294221-1995-45d4-98bb-b1d633350303,Left Foot,Open Play,Saved,Normal,,,,,,,109.0,27.0,119.0,41.1,2.0
12,shot,4b4e8787-705b-438f-900d-3593edf58faa,1821,1,00:42:24.950,42,24,89,France,Regular Play,,France,Lucas Hernández Pi,Left Back,1.76,,0.12747373,,Left Foot,Open Play,Off T,Volley,True,,,,,,112.0,29.0,120.0,46.9,0.1
13,shot,ee3db707-d96f-4dfe-9fc2-cb1b97a41d4d,2167,2,00:04:53.200,49,53,106,Peru,Regular Play,,Peru,Pedro Jesús Aquino Sánchez,Right Defensive Midfield,1.252,True,0.040116545,ed470e4a-a4f4-42b1-a878-6ae86273e536,Right Foot,Open Play,Post,Normal,True,,,,,,93.0,39.0,120.0,36.0,2.7
14,shot,7764fa88-4b8e-4254-a25b-2caba3624dc2,2420,2,00:12:30.480,57,30,118,Peru,Regular Play,,Peru,Christian Alberto Cueva Bravo,Left Wing,0.533,,0.06748881,69c918d7-2037-4b7d-9dd6-7965b4087d91,Right Foot,Open Play,Blocked,Normal,,,,,,,101.0,30.0,104.0,34.0,
15,shot,1f4e1d37-33a9-499b-9d8e-11eafa712455,2581,2,00:15:41.240,60,41,126,Peru,From Throw In,,Peru,André Martín Carrillo Díaz,Right Wing,1.093,,0.022335617,324637ce-92d7-42b2-ac7c-2b0c225565ce,Right Foot,Open Play,Off T,Normal,,,,,,,94.0,37.0,120.0,39.9,3.8
16,shot,31115353-c468-4476-aead-0b16ecf3f5c9,2860,2,00:21:31.640,66,31,138,Peru,From Throw In,,Peru,José Paolo Guerrero González,Center Forward,1.733,,0.022788737,7c820949-e329-4976-b93b-72c2985f334e,Head,Open Play,Wayward,Normal,,,,,,,105.0,40.0,105.0,33.0,
17,shot,dfd2b151-74a1-4249-b12c-6ebbe14ff6c7,2897,2,00:22:04.680,67,4,140,Peru,Regular Play,,Peru,Luis Jan Piers Advíncula Castrillón,Right Back,1.093,,0.013263656,8a168953-b313-4d9e-a684-58f21ea4604c,Left Foot,Open Play,Off T,Normal,,,,,,,98.0,61.0,120.0,42.2,3.5
18,shot,302b8433-bf63-4dee-99f9-4f913b306ec4,3154,2,00:28:22.440,73,22,152,Peru,From Throw In,,Peru,Jefferson Agustín Farfán Guadalupe,Center Attacking Midfield,1.173,,0.05422472,853cc77e-9200-4603-8479-313da2d64cfd,Left Foot,Open Play,Off T,Volley,True,,,,,,116.0,29.0,120.0,35.0,1.3
19,shot,dee7e1d3-0d19-4fc9-84e7-6c34c0b6855e,3380,2,00:36:07.200,81,7,164,France,From Free Kick,,France,Ousmane Dembélé,Right Wing,0.853,,0.060839437,19e2ce8c-8690-4bcb-9714-57c992e18541,Left Foot,Open Play,Off T,Half Volley,,,,,,,105.0,44.0,120.0,34.8,0.5
20,shot,5edec635-9d03-4282-8ab1-8a89a7dc716d,3544,2,00:42:01.720,87,1,173,Peru,From Free Kick,,Peru,José Paolo Guerrero González,Center Forward,1.32,,0.040015787,,Right Foot,Free Kick,Saved,Normal,,,,,,,87.0,43.0,119.0,42.8,0.5
21,shot,13cc7cab-01b5-44ed-a8e9-be0d2d08e2f1,3654,2,00:46:26.160,91,26,181,France,From Free Kick,,France,Blaise Matuidi,Left Wing,1.133,,0.024688834,,Left Foot,Open Play,Off T,Volley,True,,,,,,97.0,40.0,120.0,34.2,2.3
22,shot,12ce618a-9ed1-4bd3-b684-5a3772eb23ff,3673,2,00:47:35.600,92,35,185,Peru,From Free Kick,,Peru,José Paolo Guerrero González,Center Forward,1.893,True,0.014897333,9c4131dd-70e2-4a34-8ae7-f7dd75c5697b,Head,Open Play,Off T,Normal,,,,,,,107.0,30.0,120.0,33.9,0.5
23,shot,30f35937-e076-4732-80ec-4914f0acfa24,3733,2,00:48:46.520,93,46,186,France,From Goal Kick,,France,Olivier Giroud,Center Forward,0.293,,0.11420754,17e5b604-8a52-406e-a75e-d2ecb8ada748,Left Foot,Open Play,Blocked,Normal,,,,,,,106.0,32.0,107.0,33.0,
0,shot,16dfcc16-db39-4e15-b35a-e746c5060dd3,48,1,00:00:54.440,0,54,3,Japan,From Throw In,,Japan,Shinji Kagawa,Center Attacking Midfield,1.133,,0.024996893,,Left Foot,Open Play,Off T,Normal,,,,,,,98.0,47.0,120.0,45.4,0.3
1,shot,ffb56917-66ef-402b-9f84-2e107d19fd3f,448,1,00:09:14.600,9,14,17,Japan,From Free Kick,,Japan,Gen Shōji,Left Center Back,1.933,,0.013225093,,Right Foot,Open Play,Off T,Normal,,,,,,,74.0,41.0,120.0,46.7,3.4
2,shot,3b23ba48-2e72-4b46-8a19-fc6b3a1dd177,677,1,00:15:13.520,15,13,29,Belgium,Regular Play,,Belgium,Axel Witsel,Left Center Midfield,0.16,,0.043376084,71c64659-f870-425c-b347-796242a9344c,Left Foot,Open Play,Blocked,Normal,,,,,,,95.0,33.0,98.0,34.0,
3,shot,60511bde-a9f3-49d8-94ec-aabd7fa85cad,688,1,00:15:58.760,15,58,30,Belgium,From Corner,,Belgium,Vincent Kompany,Center Back,0.6,True,0.010093679,fae79c1f-d826-4b20-8c75-76606a6007ab,Head,Open Play,Wayward,Normal,,,,,,,111.0,51.0,114.0,46.0,
